"id","city","state","stateSlug","citySlug","country","pincode","currency","symbol","compliance","carriers","nodeType","dialingCode","timezone","latitude","longitude","landmark","carrierQuality","localSupport","population","mobileUsers","internetUsers","genderRatioText","malePercentage","femalePercentage","averageIncome","activeMobileDevices","mobilePenetration","internetPenetration","maleCount","femaleCount"
"split-dalmatia-split","Split","Split-Dalmatia","split-dalmatia","split","Croatia","21000","EUR","€","GDPR / HAKOM","Hrvatski Telekom|A1|Telemach","city_center","+385","Europe/Zagreb","45.0072","15.5548","Split Green Valley Digital Exchange","Primary edge trunk terminated over Hrvatski Telekom networks. Failovers route over A1, Telemach with active latency policing loops.","Remote regional support and carrier network coverage for Split, Croatia","4670664","3801920","3185392","992 females per 1,000 males","50.2","49.8","€41,001 per annum","5744916","81.4","68.2","2344673","2325991"
"drava-statistical-region-maribor","Maribor","Drava Statistical Region","drava-statistical-region","maribor","Slovenia","2000","EUR","€","GDPR / AKOS","Telekom Slovenije|A1|Telemach","city_center","+386","Europe/Ljubljana","46.1878","14.997","Maribor GPO Circle Square","Primary edge trunk terminated over Telekom Slovenije networks. Failovers route over A1, Telemach with active latency policing loops.","Remote regional support and carrier network coverage for Maribor, Slovenia","4391346","3583338","2990506","959 females per 1,000 males","51","49","€51,825 per annum","5840490","81.6","68.1","2239586","2151760"
"vojvodina-novi-sad","Novi Sad","Vojvodina","vojvodina","novi-sad","Serbia","21000","RSD","дин.","RATEL Guidelines","MTS|Yettel|A1","city_center","+381","Europe/Belgrade","44.0619","21.152","Novi Sad Railway Station Chowk Node","Primary edge trunk terminated over MTS networks. Failovers route over Yettel, A1 with active latency policing loops.","Remote regional support and carrier network coverage for Novi Sad, Serbia","2964795","2339223","1894504","999 females per 1,000 males","50","50","дин.40,769 RSD per annum","3883881","78.9","63.9","1482398","1482398"
"kosice-region-kosice","Kosice","Kosice Region","kosice-region","kosice","Slovakia","040 01","EUR","€","GDPR / RU","Orange|Slovak Telekom|O2|4ka","city_center","+421","Europe/Bratislava","48.674","19.6237","Kosice Civil Station Complex","Primary edge trunk terminated over Orange networks. Failovers route over Slovak Telekom, O2, 4ka with active latency policing loops.","Remote regional support and carrier network coverage for Kosice, Slovakia","577173","451349","388437","973 females per 1,000 males","50.7","49.3","€43,266 per annum","704151","78.2","67.3","292627","284546"
"tartu-county-tartu","Tartu","Tartu County","tartu-county","tartu","Estonia","50050","EUR","€","GDPR / TTJA","Telia|Elisa|Tele2","city_center","+372","Europe/Tallinn","58.8112","26.1704","Tartu Municipal Office Plaza","Primary edge trunk terminated over Telia networks. Failovers route over Elisa, Tele2 with active latency policing loops.","Remote regional support and carrier network coverage for Tartu, Estonia","1421321","1108630","969340","966 females per 1,000 males","50.9","49.1","€65,378 per annum","1762438","78","68.2","723452","697869"
"kaunas-county-kaunas","Kaunas","Kaunas County","kaunas-county","kaunas","Lithuania","LT-44001","EUR","€","GDPR / RRT","Telia|Tele2|Bitė","city_center","+370","Europe/Vilnius","55.8947","24.143","Kaunas GPO Circle Square","Primary edge trunk terminated over Telia networks. Failovers route over Tele2, Bitė with active latency policing loops.","Remote regional support and carrier network coverage for Kaunas, Lithuania","3139246","2583599","2078180","972 females per 1,000 males","50.7","49.3","€53,820 per annum","4237982","82.3","66.2","1591598","1547648"
"klaipeda-county-klaipeda","Klaipeda","Klaipeda County","klaipeda-county","klaipeda","Lithuania","LT-91001","EUR","€","GDPR / RRT","Telia|Tele2|Bitė","city_center","+370","Europe/Vilnius","55.963","24.0578","Klaipeda Old Town Fort Gate Road","Primary edge trunk terminated over Telia networks. Failovers route over Tele2, Bitė with active latency policing loops.","Remote regional support and carrier network coverage for Klaipeda, Lithuania","3403188","2630664","2307361","987 females per 1,000 males","50.3","49.7","€59,869 per annum","4288016","77.3","67.8","1711804","1691384"
"miyagi-prefecture-sendai","Sendai","Miyagi Prefecture","miyagi-prefecture","sendai","Japan","980-0811","JPY","¥","MIC Telecommunications Act","NTT Docomo|KDDI|SoftBank","city_center","+81 3","Asia/Tokyo","-7.5653","15.6217","Sendai Telecom Exchange Square","Primary edge trunk terminated over NTT Docomo networks. Failovers route over KDDI, SoftBank with active latency policing loops.","Remote regional support and carrier network coverage for Sendai, Japan","2035495","1978501","1947968","1,006 females per 1,000 males","49.9","50.1","¥28,315 JPY per annum","2707208","97.2","95.7","1015712","1019783"
"hiroshima-prefecture-hiroshima","Hiroshima","Hiroshima Prefecture","hiroshima-prefecture","hiroshima","Japan","730-0011","JPY","¥","MIC Telecommunications Act","NTT Docomo|KDDI|SoftBank","city_center","+81 3","Asia/Tokyo","-22.4278","20.1873","Hiroshima Municipal Office Plaza","Primary edge trunk terminated over NTT Docomo networks. Failovers route over KDDI, SoftBank with active latency policing loops.","Remote regional support and carrier network coverage for Hiroshima, Japan","1643089","1529715","1465635","964 females per 1,000 males","50.9","49.1","¥23,410 JPY per annum","2201739","93.1","89.2","836332","806757"
"fukuoka-prefecture-kitakyushu","Kitakyushu","Fukuoka Prefecture","fukuoka-prefecture","kitakyushu","Japan","802-0001","JPY","¥","MIC Telecommunications Act","NTT Docomo|KDDI|SoftBank","city_center","+81 3","Asia/Tokyo","8.9042","-59.2959","Kitakyushu District Secretariat Enclave","Primary edge trunk terminated over NTT Docomo networks. Failovers route over KDDI, SoftBank with active latency policing loops.","Remote regional support and carrier network coverage for Kitakyushu, Japan","4913912","4766494","4456918","952 females per 1,000 males","51.2","48.8","¥34,807 JPY per annum","6388085","97","90.7","2515923","2397989"
"niigata-prefecture-niigata","Niigata","Niigata Prefecture","niigata-prefecture","niigata","Japan","950-0087","JPY","¥","MIC Telecommunications Act","NTT Docomo|KDDI|SoftBank","city_center","+81 3","Asia/Tokyo","26.0097","-49.5667","Niigata Industrial Growth Center","Primary edge trunk terminated over NTT Docomo networks. Failovers route over KDDI, SoftBank with active latency policing loops.","Remote regional support and carrier network coverage for Niigata, Japan","4381248","4105229","4026366","996 females per 1,000 males","50.1","49.9","¥24,678 JPY per annum","6002309","93.7","91.9","2195005","2186243"
"shizuoka-prefecture-hamamatsu","Hamamatsu","Shizuoka Prefecture","shizuoka-prefecture","hamamatsu","Japan","430-0926","JPY","¥","MIC Telecommunications Act","NTT Docomo|KDDI|SoftBank","city_center","+81 3","Asia/Tokyo","3.0366","-92.553","Hamamatsu District Secretariat Enclave","Primary edge trunk terminated over NTT Docomo networks. Failovers route over KDDI, SoftBank with active latency policing loops.","Remote regional support and carrier network coverage for Hamamatsu, Japan","1621685","1519518","1488706","981 females per 1,000 males","50.5","49.5","¥35,383 JPY per annum","2205491","93.7","91.8","818951","802734"
"yeongnam-daegu","Daegu","Yeongnam","yeongnam","daegu","South Korea","41933","KRW","₩","KCC Regulations","SK Telecom|KT|LG Uplus","city_center","+82","Asia/Seoul","36.9192","127.5615","Daegu Railway Station Chowk Node","Primary edge trunk terminated over SK Telecom networks. Failovers route over KT, LG Uplus with active latency policing loops.","Remote regional support and carrier network coverage for Daegu, South Korea","4835326","3969802","3080102","1,010 females per 1,000 males","49.8","50.2","₩18,894 KRW per annum","6237570","82.1","63.7","2407992","2427334"
"hoseo-daejeon","Daejeon","Hoseo","hoseo","daejeon","South Korea","35242","KRW","₩","KCC Regulations","SK Telecom|KT|LG Uplus","city_center","+82","Asia/Seoul","36.9704","127.6961","Daejeon GPO Circle Square","Primary edge trunk terminated over SK Telecom networks. Failovers route over KT, LG Uplus with active latency policing loops.","Remote regional support and carrier network coverage for Daejeon, South Korea","1337947","1034233","829527","957 females per 1,000 males","51.1","48.9","₩31,279 KRW per annum","1752710","77.3","62","683691","654256"
"honam-gwangju","Gwangju","Honam","honam","gwangju","South Korea","61623","KRW","₩","KCC Regulations","SK Telecom|KT|LG Uplus","city_center","+82","Asia/Seoul","36.8842","127.6341","Gwangju Civil Station Complex","Primary edge trunk terminated over SK Telecom networks. Failovers route over KT, LG Uplus with active latency policing loops.","Remote regional support and carrier network coverage for Gwangju, South Korea","1876578","1474990","1172861","1,003 females per 1,000 males","49.9","50.1","₩24,577 KRW per annum","2308190","78.6","62.5","936412","940166"
"yeongnam-ulsan","Ulsan","Yeongnam","yeongnam","ulsan","South Korea","44675","KRW","₩","KCC Regulations","SK Telecom|KT|LG Uplus","city_center","+82","Asia/Seoul","37.1831","127.61","Ulsan Civil Station Complex","Primary edge trunk terminated over SK Telecom networks. Failovers route over KT, LG Uplus with active latency policing loops.","Remote regional support and carrier network coverage for Ulsan, South Korea","4472142","3635851","3054472","990 females per 1,000 males","50.3","49.7","₩26,222 KRW per annum","5634898","81.3","68.3","2249487","2222655"
"hsinchu-county-hsinchu","Hsinchu","Hsinchu County","hsinchu-county","hsinchu","Taiwan","300","TWD","NT$","NCC Regulations","Chunghwa Telecom|Taiwan Mobile|FarEasTone","city_center","+886","Asia/Taipei","23.4343","120.9531","Hsinchu GPO Circle Square","Primary edge trunk terminated over Chunghwa Telecom networks. Failovers route over Taiwan Mobile, FarEasTone with active latency policing loops.","Remote regional support and carrier network coverage for Hsinchu, Taiwan","3809941","3009853","2560280","1,009 females per 1,000 males","49.8","50.2","NT$31,704 TWD per annum","4610028","79","67.2","1897351","1912590"
"taichung-city-taichung","Taichung","Taichung City","taichung-city","taichung","Taiwan","400","TWD","NT$","NCC Regulations","Chunghwa Telecom|Taiwan Mobile|FarEasTone","city_center","+886","Asia/Taipei","23.4687","120.8787","Taichung Civil Station Complex","Primary edge trunk terminated over Chunghwa Telecom networks. Failovers route over Taiwan Mobile, FarEasTone with active latency policing loops.","Remote regional support and carrier network coverage for Taichung, Taiwan","554848","458859","359541","962 females per 1,000 males","51","49","NT$24,919 TWD per annum","754593","82.7","64.8","282972","271876"
"tainan-city-tainan","Tainan","Tainan City","tainan-city","tainan","Taiwan","700","TWD","NT$","NCC Regulations","Chunghwa Telecom|Taiwan Mobile|FarEasTone","city_center","+886","Asia/Taipei","23.5945","120.9643","Tainan Commercial Market Circle","Primary edge trunk terminated over Chunghwa Telecom networks. Failovers route over Taiwan Mobile, FarEasTone with active latency policing loops.","Remote regional support and carrier network coverage for Tainan, Taiwan","3657335","2980728","2468701","962 females per 1,000 males","51","49","NT$31,721 TWD per annum","4864255","81.5","67.5","1865241","1792094"
"australian-capital-territory-canberra","Canberra","Australian Capital Territory","australian-capital-territory","canberra","Australia","ACT 2600","AUD","A$","ACMA Rules","Telstra|Optus|Vodafone","city_center","+61 2","Australia/Sydney","36.0168","96.132","Canberra Railway Station Chowk Node","Primary edge trunk terminated over Telstra networks. Failovers route over Optus, Vodafone with active latency policing loops.","Remote regional support and carrier network coverage for Canberra, Australia","2302999","2185546","2114153","960 females per 1,000 males","51","49","A$28,021 AUD per annum","2809658","94.9","91.8","1174529","1128470"
"tasmania-hobart","Hobart","Tasmania","tasmania","hobart","Australia","TAS 7000","AUD","A$","ACMA Rules","Telstra|Optus|Vodafone","city_center","+61 2","Australia/Sydney","11.7817","-4.2392","Hobart Commercial Market Circle","Primary edge trunk terminated over Telstra networks. Failovers route over Optus, Vodafone with active latency policing loops.","Remote regional support and carrier network coverage for Hobart, Australia","3540076","3309971","3150667","955 females per 1,000 males","51.2","48.8","A$26,364 AUD per annum","4920705","93.5","89","1812519","1727557"
"northern-territory-darwin","Darwin","Northern Territory","northern-territory","darwin","Australia","NT 0800","AUD","A$","ACMA Rules","Telstra|Optus|Vodafone","city_center","+61 2","Australia/Sydney","26.0292","47.6472","Darwin Central Industrial Area Road","Primary edge trunk terminated over Telstra networks. Failovers route over Optus, Vodafone with active latency policing loops.","Remote regional support and carrier network coverage for Darwin, Australia","2900241","2729126","2639219","995 females per 1,000 males","50.1","49.9","A$26,193 AUD per annum","3799315","94.1","91","1453021","1447220"
